,Unnamed: 0,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread,product_name,Unnamed: 0.2,Unnamed: 0.1
4524,680,2018-07-08,$0.60,$2.52,$3.38,$3.48,$3.11,420.42%,merged_dataset,45.0,
4525,698,2018-07-01,$0.64,$2.79,$2.88,$3.48,$2.99,374.22%,merged_dataset,46.0,
4526,717,2018-06-24,$0.65,$2.54,$3.38,$3.48,$2.99,376.54%,merged_dataset,47.0,
4527,734,2018-06-17,$0.65,$2.75,$3.38,$3.48,$2.99,384.62%,merged_dataset,48.0,
4528,752,2018-06-10,$0.61,$2.75,$2.24,$3.53,$3.11,376.64%,merged_dataset,49.0,
4529,770,2018-06-03,$0.67,$2.75,$3.23,$3.18,$3.15,359.33%,merged_dataset,50.0,
4530,788,2018-05-27,$0.94,$2.82,$2.98,$3.58,$3.36,238.83%,merged_dataset,51.0,
4531,804,2018-05-20,$1.05,$2.75,$2.98,$3.48,$3.36,199.29%,merged_dataset,52.0,
4532,819,2018-05-13,$1.41,$2.42,$3.21,$3.48,$3.36,121.10%,merged_dataset,53.0,
4533,834,2018-05-06,$2.25,$2.42,$2.48,$3.48,$3.36,30.44%,merged_dataset,54.0,
4534,849,2018-04-29,$1.40,$2.49,$2.32,$3.68,$2.74,100.54%,merged_dataset,55.0,
4535,863,2018-04-22,$0.67,$2.82,$2.48,$3.68,$2.48,327.61%,merged_dataset,56.0,
4536,877,2018-04-15,$0.83,$2.82,$2.06,$3.18,$2.99,232.83%,merged_dataset,57.0,
4537,891,2018-04-08,$0.77,$2.98,$3.41,$3.33,$3.36,324.68%,merged_dataset,58.0,
4538,905,2018-04-01,$0.74,$2.82,$3.41,$3.78,$3.61,360.14%,merged_dataset,59.0,
4539,919,2018-03-25,$1.39,$2.98,$2.22,$3.78,$3.56,125.54%,merged_dataset,60.0,
4540,933,2018-03-18,$1.54,$2.98,$3.28,$3.78,$3.49,119.64%,merged_dataset,61.0,
4541,946,2018-03-11,$1.39,$2.98,$3.38,$3.78,$3.69,148.74%,merged_dataset,62.0,
4542,959,2018-02-25,$2.32,$2.49,$3.09,$3.78,$2.81,31.14%,merged_dataset,63.0,
4543,972,2018-02-18,$1.35,$2.82,$3.09,$3.78,$2.69,129.26%,merged_dataset,64.0,
4544,985,2018-02-11,$0.61,$2.82,$2.99,$3.68,$2.81,404.10%,merged_dataset,65.0,
4545,997,2018-02-04,$0.65,$2.82,$3.21,$3.68,$3.19,396.15%,merged_dataset,66.0,
4546,1009,2018-01-28,$0.74,$2.85,$3.46,$3.68,$4.32,383.45%,merged_dataset,67.0,
4547,1022,2018-01-21,$0.60,$2.98,$3.46,$3.68,$3.34,460.83%,merged_dataset,68.0,
4548,1034,2018-01-14,$0.62,$2.98,$3.46,$3.68,$4.66,495.97%,merged_dataset,69.0,
4549,1046,2018-01-07,$1.04,$2.98,$3.46,$3.68,$4.21,244.47%,merged_dataset,70.0,
4550,1059,2017-12-31,$2.05,$2.92,$3.16,$3.18,$3.96,61.22%,merged_dataset,71.0,
4551,1071,2017-12-24,$2.45,$2.59,$3.04,$3.68,$3.74,33.16%,merged_dataset,72.0,
4552,1083,2017-12-17,$2.64,$2.59,$2.99,$3.18,$2.59,7.48%,merged_dataset,73.0,
4553,1096,2017-12-10,$2.18,$2.59,$2.49,$3.48,$3.09,33.60%,merged_dataset,74.0,
4554,1109,2017-12-03,$1.06,$2.59,$1.84,$3.48,$3.34,165.33%,merged_dataset,75.0,
4555,1122,2017-11-26,$0.57,$2.66,$3.16,$2.98,$3.46,437.72%,merged_dataset,76.0,
4556,1135,2017-11-19,$0.64,$2.92,$3.16,$3.83,$3.71,432.03%,merged_dataset,77.0,
4557,1149,2017-11-12,$0.83,$2.92,$3.26,$3.98,$3.21,302.71%,merged_dataset,78.0,
4558,1164,2017-11-05,$2.53,$2.88,$3.21,$3.98,$4.32,42.19%,merged_dataset,79.0,
4559,1179,2017-10-29,$2.42,$2.88,$3.15,$3.58,$2.59,26.03%,merged_dataset,80.0,
4560,1194,2017-10-22,$1.76,$2.91,$2.75,$3.68,$2.83,72.87%,merged_dataset,81.0,
4561,1210,2017-10-15,$1.23,$2.78,$3.20,$3.68,$2.99,157.11%,merged_dataset,82.0,
4562,1225,2017-10-08,$1.02,$2.78,$2.90,$3.63,$2.99,201.47%,merged_dataset,83.0,
4563,1240,2017-10-01,$1.27,$2.61,$2.90,$3.68,$3.24,144.69%,merged_dataset,84.0,
4564,1258,2017-09-24,$1.63,$2.61,$2.01,$3.68,$2.86,71.17%,merged_dataset,85.0,
4565,1280,2017-09-10,$0.89,$2.56,$2.11,$3.18,$2.98,204.21%,merged_dataset,86.0,
4566,1297,2017-09-10,$0.67,$2.95,$3.10,$3.33,$2.99,361.57%,merged_dataset,87.0,
4567,1316,2017-09-03,$0.86,$2.62,$2.97,$2.98,$2.74,228.78%,merged_dataset,88.0,
4568,1335,2017-08-27,$0.61,$2.62,$2.27,$3.23,$2.97,354.51%,merged_dataset,89.0,
4569,1354,2017-08-20,$0.54,$2.62,$2.37,$3.63,$2.98,437.04%,merged_dataset,90.0,
4570,1373,2017-08-13,$0.60,$2.95,$3.10,$3.38,$3.49,438.33%,merged_dataset,91.0,
4571,1392,2017-08-06,$0.66,$2.95,$2.97,$3.63,$3.11,379.55%,merged_dataset,92.0,
4572,1412,2017-07-30,$0.72,$2.95,$2.97,$3.18,$3.24,328.47%,merged_dataset,93.0,
4573,1432,2017-07-23,$0.70,$2.95,$2.15,$3.38,$3.11,313.93%,merged_dataset,94.0,
4574,1452,2017-07-16,$0.84,$2.95,$3.22,$3.38,$3.49,288.10%,merged_dataset,95.0,
4575,1472,2017-07-09,$0.92,$2.88,$3.27,$3.88,$2.86,250.27%,merged_dataset,96.0,
4576,1492,2017-07-02,$0.75,$2.88,$2.64,$3.13,$3.54,306.33%,merged_dataset,97.0,
4577,1512,2017-06-25,$0.81,$2.98,$2.89,$3.98,$3.54,313.27%,merged_dataset,98.0,
4578,1531,2017-06-18,$1.20,$2.88,$2.89,$3.98,$4.04,187.29%,merged_dataset,99.0,
4579,1549,2017-06-11,$1.31,$3.21,$2.81,$3.48,$3.99,157.44%,merged_dataset,100.0,
4580,1566,2017-06-04,$0.95,$3.21,$2.81,$3.48,$4.04,256.32%,merged_dataset,101.0,
4581,1581,2017-05-28,$0.98,$3.44,$3.56,$4.98,$2.57,271.17%,merged_dataset,102.0,
4582,1597,2017-05-21,$1.00,$3.44,$3.56,$3.98,$4.05,275.75%,merged_dataset,103.0,
4583,1610,2017-05-14,$1.20,$2.95,$3.06,$3.98,$3.79,187.08%,merged_dataset,104.0,
4584,1624,2017-05-07,$1.98,$2.95,$3.56,$3.98,$4.29,86.62%,merged_dataset,105.0,
4585,1639,2017-04-30,$1.82,$3.17,$3.56,$3.98,$4.29,106.04%,merged_dataset,106.0,
4586,1651,2017-04-23,$1.39,$3.42,$3.56,$4.28,$4.29,179.68%,merged_dataset,107.0,
4587,1664,2017-04-16,$2.53,$3.78,$3.56,$4.28,$3.66,50.99%,merged_dataset,108.0,
4588,1669,2017-04-09,$3.53,$3.42,$3.44,$3.88,$3.74,2.55%,merged_dataset,109.0,
4589,1689,2017-04-02,$3.39,$3.42,$3.56,$3.78,$3.99,8.78%,merged_dataset,110.0,
4590,1702,2017-03-26,$2.49,$3.24,$3.49,$3.78,$3.65,42.17%,merged_dataset,111.0,
4591,1715,2017-03-19,$3.31,$3.24,$3.49,$3.78,$3.65,6.95%,merged_dataset,112.0,
4592,1727,2017-03-12,$2.90,$3.24,$2.95,$3.48,$3.32,11.98%,merged_dataset,113.0,
4593,1738,2017-03-05,$1.84,$2.45,$2.70,$3.48,$3.24,61.28%,merged_dataset,114.0,
4594,1748,2017-02-26,$1.64,$2.74,$2.58,$3.13,$3.49,82.01%,merged_dataset,115.0,
4595,1760,2017-02-19,$1.44,$2.67,$2.70,$3.13,$2.99,99.48%,merged_dataset,116.0,
4596,1771,2017-02-12,$1.21,$2.43,$2.70,$2.48,$2.99,119.01%,merged_dataset,117.0,
4597,1782,2017-02-05,$1.00,$2.42,$2.70,$3.38,$2.99,187.25%,merged_dataset,118.0,
4598,1793,2017-01-29,$0.84,$2.42,$2.10,$2.73,$3.24,212.20%,merged_dataset,119.0,
4599,1804,2017-01-22,$0.74,$2.67,$2.05,$3.23,$3.24,278.04%,merged_dataset,120.0,
4600,1815,2017-01-15,$0.94,$2.68,$2.35,$3.23,$3.49,212.50%,merged_dataset,121.0,
4601,1826,2017-01-08,$1.72,$2.78,$2.35,$2.63,$3.49,63.52%,merged_dataset,122.0,
4602,1837,2017-01-01,$1.77,$2.91,$2.70,$3.48,$3.11,72.32%,merged_dataset,123.0,
4603,1849,2016-12-25,$1.53,$2.53,$2.70,$3.23,$3.36,93.14%,merged_dataset,124.0,
4604,1862,2016-12-18,$1.93,$2.90,$2.58,$2.57,$3.24,46.24%,merged_dataset,125.0,
4605,1876,2016-12-11,$1.79,$2.80,$2.18,$2.92,$3.36,57.26%,merged_dataset,126.0,
4606,1888,2016-12-04,$1.93,$2.63,$2.30,$3.23,$3.36,49.22%,merged_dataset,127.0,
4607,1901,2016-11-27,$1.28,$2.36,$2.23,$3.03,$3.24,112.11%,merged_dataset,128.0,
4608,1905,2016-11-20,$1.01,$2.36,$2.48,$2.73,$3.24,167.57%,merged_dataset,129.0,
4609,1928,2016-11-13,$1.05,$2.55,$2.51,$2.73,$3.24,162.62%,merged_dataset,130.0,
4610,1943,2016-11-06,$0.76,$2.58,$2.26,$2.78,$3.24,257.24%,merged_dataset,131.0,
4611,1953,2016-10-30,$0.77,$2.58,$2.26,$2.88,$3.24,255.84%,merged_dataset,132.0,
4612,1973,2016-10-23,$0.81,$2.58,$2.76,$2.88,$3.24,253.70%,merged_dataset,133.0,
4613,1987,2016-10-16,$0.93,$2.58,$2.73,$2.78,$3.21,203.76%,merged_dataset,134.0,
4614,2001,2016-10-09,$0.90,$3.05,$2.61,$2.78,$3.24,224.44%,merged_dataset,135.0,
4615,2015,2016-10-02,$0.76,$2.58,$2.48,$2.78,$3.24,264.47%,merged_dataset,136.0,
4616,2028,2016-09-25,$0.81,$2.58,$2.48,$3.18,$2.86,242.59%,merged_dataset,137.0,
4617,2041,2016-09-18,$0.91,$2.46,$2.16,$2.78,$3.24,192.31%,merged_dataset,138.0,
4618,2054,2016-09-11,$0.77,$2.58,$2.16,$2.73,$2.74,231.49%,merged_dataset,139.0,
4619,2068,2016-09-04,$0.62,$2.58,$2.04,$2.73,$2.99,316.94%,merged_dataset,140.0,
4620,2085,2016-08-28,$0.59,$2.45,$2.78,$2.73,$3.24,374.58%,merged_dataset,141.0,
4621,2100,2016-08-21,$0.65,$2.45,$2.43,$2.73,$3.11,312.31%,merged_dataset,142.0,
4622,2118,2016-08-14,$0.98,$2.46,$2.81,$2.80,$3.24,188.52%,merged_dataset,143.0,
4623,2135,2016-08-07,$0.64,$2.71,$2.41,$2.98,$3.36,347.66%,merged_dataset,144.0,
4624,2154,2016-07-31,$0.62,$2.33,$2.81,$2.46,$3.24,337.10%,merged_dataset,145.0,
4625,2171,2016-07-24,$0.66,$2.71,$2.41,$2.73,$3.49,329.55%,merged_dataset,146.0,
4626,2199,2016-07-10,$0.68,$2.76,$2.93,$2.73,$3.11,323.90%,merged_dataset,147.0,
4627,2215,2016-07-03,$0.85,$2.61,$2.81,$2.48,$2.99,220.29%,merged_dataset,148.0,
4628,2232,2016-06-26,$0.74,$2.61,$3.06,$2.73,$3.61,305.74%,merged_dataset,149.0,
4629,2247,2016-06-19,$0.75,$2.36,$3.06,$2.73,$3.61,292.00%,merged_dataset,150.0,
4630,2263,2016-06-12,$0.86,$2.49,$2.93,$2.73,$3.65,243.02%,merged_dataset,151.0,
4631,2280,2016-06-05,$1.29,$3.23,$3.06,$2.63,$3.86,147.67%,merged_dataset,152.0,
4632,2295,2016-05-29,$1.99,$3.23,$3.06,$2.98,$3.74,63.44%,merged_dataset,153.0,
4633,2310,2016-05-22,$1.96,$2.99,$3.06,$3.13,$3.82,65.82%,merged_dataset,154.0,
4634,2325,2016-05-15,$2.00,$2.94,$2.93,$2.78,$3.41,50.75%,merged_dataset,155.0,
4635,2339,2016-05-08,$1.93,$2.94,$2.93,$3.03,$3.49,60.49%,merged_dataset,156.0,
4636,2353,2016-05-01,$1.14,$2.74,$2.66,$3.03,$2.98,150.22%,merged_dataset,157.0,
4637,2366,2016-04-24,$0.98,$3.11,$2.16,$3.13,$3.36,200.00%,merged_dataset,158.0,
4638,2379,2016-04-17,$0.78,$2.86,$2.93,$2.98,$3.49,292.95%,merged_dataset,159.0,
4639,2393,2016-04-10,$1.39,$3.24,$2.81,$2.93,$3.49,124.28%,merged_dataset,160.0,
4640,2406,2016-04-03,$1.21,$2.86,$2.89,$2.58,$3.36,141.53%,merged_dataset,161.0,
4641,2420,2016-03-27,$0.74,$2.79,$2.91,$3.23,$3.33,314.19%,merged_dataset,162.0,
4642,2435,2016-03-20,$0.94,$2.79,$2.41,$2.73,$3.49,203.72%,merged_dataset,163.0,
4643,2449,2016-03-13,$1.18,$2.79,$2.93,$2.98,$3.24,152.97%,merged_dataset,164.0,
4644,2459,2016-03-06,$0.69,$2.86,$2.86,$2.78,$2.99,316.30%,merged_dataset,165.0,
4645,2468,2016-02-28,$0.70,$2.82,$2.99,$3.13,$3.11,330.36%,merged_dataset,166.0,
4646,2478,2016-02-21,$0.74,$3.19,$3.11,$2.98,$2.99,314.53%,merged_dataset,167.0,
4647,2501,2016-02-14,$1.27,$3.31,$3.61,$3.81,$3.23,174.80%,merged_dataset,168.0,
4648,2512,2016-02-07,$1.37,$3.11,$2.93,$3.13,$3.56,132.30%,merged_dataset,169.0,
4649,2522,2016-01-31,$0.94,$3.41,$4.11,$3.98,$3.31,293.88%,merged_dataset,170.0,
4650,2533,2016-01-24,$0.67,$3.61,$3.86,$3.56,$3.81,453.73%,merged_dataset,171.0,
4651,2543,2016-01-17,$0.69,$3.49,$4.11,$4.38,$5.48,532.61%,merged_dataset,172.0,
4652,2554,2016-01-10,$0.97,$3.37,$3.99,$4.41,$4.32,314.69%,merged_dataset,173.0,
4653,2576,2016-01-03,$2.61,$4.99,$4.74,$4.93,$6.24,100.19%,merged_dataset,174.0,
4654,2587,2015-12-27,$3.50,$3.94,$3.61,$3.86,$5.49,20.71%,merged_dataset,175.0,
4655,2597,2015-12-20,$3.69,$4.74,$4.36,$4.08,$4.99,23.10%,merged_dataset,176.0,
4656,2608,2015-12-13,$4.04,$5.74,$3.56,$4.43,$5.49,18.94%,merged_dataset,177.0,
4657,2619,2015-12-06,$3.87,$3.92,$3.56,$3.86,$5.49,8.72%,merged_dataset,178.0,
4658,2629,2015-11-29,$3.76,$2.88,$3.48,$3.88,$3.99,-5.39%,merged_dataset,179.0,
4659,2638,2015-11-22,$3.55,$3.26,$3.08,$3.25,$3.99,-4.37%,merged_dataset,180.0,
4660,2662,2015-11-15,$3.06,$3.09,$3.06,$3.04,$3.49,3.59%,merged_dataset,181.0,
4661,2673,2015-11-08,$2.40,$3.31,$3.06,$3.18,$3.24,33.23%,merged_dataset,182.0,
4662,2682,2015-11-01,$1.55,$3.09,$3.14,$3.58,$4.11,124.52%,merged_dataset,183.0,
4663,2705,2015-10-25,$1.15,$3.31,$2.24,$2.73,$3.49,155.87%,merged_dataset,184.0,
4664,2716,2015-10-18,$1.78,$3.19,$3.06,$3.83,$4.74,108.15%,merged_dataset,185.0,
4665,2723,2015-10-11,$2.02,$3.19,$2.99,$2.93,$3.24,52.85%,merged_dataset,186.0,
4666,2746,2015-10-04,$1.58,$3.26,$3.06,$4.03,$4.86,140.66%,merged_dataset,187.0,
4667,2758,2015-09-27,$1.08,$3.31,$3.21,$3.28,$3.12,199.07%,merged_dataset,188.0,
4668,2779,2015-09-20,$0.86,$3.24,$3.21,$2.93,$3.62,277.91%,merged_dataset,189.0,
4669,2785,2015-09-13,$1.22,$3.24,$3.11,$4.03,$3.49,184.22%,merged_dataset,190.0,
4670,2808,2015-09-06,$1.36,$3.24,$3.24,$3.28,$3.87,150.55%,merged_dataset,191.0,
4671,2830,2015-08-30,$1.65,$3.06,$3.14,$4.03,$4.24,119.24%,merged_dataset,192.0,
4672,2856,2015-08-23,$1.74,$3.10,$3.21,$3.28,$3.99,95.11%,merged_dataset,193.0,
4673,2874,2015-08-16,$0.99,$2.98,$2.84,$3.33,$4.49,244.44%,merged_dataset,194.0,
4674,2897,2015-08-09,$0.63,$3.03,$2.84,$2.93,$3.99,407.54%,merged_dataset,195.0,
4675,2900,2015-08-02,$0.64,$3.03,$3.21,$4.03,$4.24,466.80%,merged_dataset,196.0,
4676,2926,2015-07-19,$0.74,$3.10,$2.96,$2.58,$4.24,335.14%,merged_dataset,197.0,
4677,2955,2015-07-12,$0.75,$2.90,$3.21,$3.68,$2.99,326.00%,merged_dataset,198.0,
4678,2971,2015-07-05,$0.69,$3.23,$3.06,$2.93,$3.99,378.62%,merged_dataset,199.0,
4679,2976,2015-06-28,$0.67,$3.23,$3.06,$4.03,$3.74,424.63%,merged_dataset,200.0,
4680,3000,2015-06-21,$0.93,$3.35,$2.92,$2.98,$4.24,262.63%,merged_dataset,201.0,
4681,3024,2015-06-14,$1.26,$3.40,$3.06,$3.53,$4.49,187.30%,merged_dataset,202.0,
4682,3047,2015-06-07,$1.46,$3.65,$3.06,$3.28,$4.49,147.95%,merged_dataset,203.0,
4683,3054,2015-05-31,$1.04,$3.65,$3.06,$4.13,$4.74,274.52%,merged_dataset,204.0,
4684,3080,2015-05-24,$2.24,$3.65,$3.06,$3.38,$4.74,65.51%,merged_dataset,205.0,
4685,3088,2015-05-17,$2.62,$3.33,$3.06,$4.13,$4.66,44.85%,merged_dataset,206.0,
4686,3111,2015-05-10,$2.65,$3.33,$3.06,$3.38,$4.99,39.25%,merged_dataset,207.0,
4687,3122,2015-05-03,$2.39,$3.20,$3.06,$4.13,$4.74,58.26%,merged_dataset,208.0,
4688,3131,2015-04-26,$2.10,$3.03,$3.06,$2.98,$4.49,61.43%,merged_dataset,209.0,
4689,3140,2015-04-19,$1.99,$2.90,$3.06,$3.28,$4.49,72.49%,merged_dataset,210.0,
4690,3164,2015-04-12,$1.93,$3.26,$3.06,$4.03,$4.74,95.47%,merged_dataset,211.0,
4691,3176,2015-04-05,$1.85,$3.26,$3.06,$2.93,$4.62,87.43%,merged_dataset,212.0,
4692,3184,2015-03-29,$1.53,$3.40,$3.02,$4.08,$4.74,149.02%,merged_dataset,213.0,
4693,3194,2015-03-22,$1.48,$3.03,$3.15,$3.28,$4.66,138.51%,merged_dataset,214.0,
4694,3217,2015-03-15,$1.62,$3.04,$3.15,$3.63,$4.49,120.83%,merged_dataset,215.0,
4695,3228,2015-03-08,$2.27,$3.03,$3.10,$3.48,$4.37,53.96%,merged_dataset,216.0,
4696,3237,2015-03-01,$1.49,$2.94,$2.81,$3.18,$3.62,110.57%,merged_dataset,217.0,
4697,3250,2015-02-22,$0.85,$3.06,$3.88,$2.68,$3.99,300.29%,merged_dataset,218.0,
4698,3271,2015-02-15,$0.91,$3.06,$2.94,$3.43,$3.99,268.68%,merged_dataset,219.0,
4699,3281,2015-02-08,$0.73,$3.14,$4.37,$3.53,$3.49,397.60%,merged_dataset,220.0,
4700,3292,2015-02-01,$0.80,$3.15,$3.52,$3.28,$4.12,339.69%,merged_dataset,221.0,
4701,3300,2015-01-25,$0.80,$3.40,$4.12,$4.03,$3.25,362.50%,merged_dataset,222.0,
4702,3323,2015-01-18,$0.87,$3.49,$3.70,$4.03,$4.37,347.99%,merged_dataset,223.0,
4703,3334,2015-01-11,$1.50,$3.20,$4.29,$3.93,$3.99,156.83%,merged_dataset,224.0,
4704,3344,2015-01-04,$1.63,$3.23,$3.02,$3.33,$4.49,115.80%,merged_dataset,225.0,
4705,3355,2014-12-28,$1.11,$3.28,$3.89,$3.53,$4.62,245.05%,merged_dataset,226.0,
4706,3366,2014-12-21,$1.09,$3.15,$4.14,$3.58,$4.62,255.28%,merged_dataset,227.0,
4707,3375,2014-12-14,$1.59,$3.37,$3.40,$3.28,$4.62,130.66%,merged_dataset,228.0,
4708,3385,2014-12-07,$2.32,$3.28,$4.14,$3.68,$4.49,68.00%,merged_dataset,229.0,
4709,3408,2014-11-30,$2.42,$3.37,$3.38,$3.33,$4.37,49.28%,merged_dataset,230.0,
4710,3419,2014-11-23,$2.08,$3.28,$4.02,$3.18,$4.49,79.93%,merged_dataset,231.0,
4711,3431,2014-11-16,$1.99,$3.35,$3.19,$3.18,$4.12,73.87%,merged_dataset,232.0,
4712,3437,2014-11-09,$1.46,$3.26,$4.17,$3.58,$4.37,163.36%,merged_dataset,233.0,
4713,3463,2014-11-02,$1.20,$3.35,$2.73,$3.23,$3.87,174.58%,merged_dataset,234.0,
4714,3472,2014-10-26,$1.25,$3.40,$4.17,$2.88,$3.87,186.40%,merged_dataset,235.0,
4715,3482,2014-10-19,$1.27,$3.40,$4.17,$2.98,$4.24,191.14%,merged_dataset,236.0,
4716,3505,2014-10-12,$1.10,$3.40,$3.42,$3.68,$4.24,235.00%,merged_dataset,237.0,
4717,3515,2014-10-05,$0.96,$3.36,$4.17,$2.98,$4.24,284.11%,merged_dataset,238.0,
4718,3527,2014-09-28,$1.00,$3.36,$3.42,$2.93,$3.74,236.25%,merged_dataset,239.0,
4719,3531,2014-09-21,$1.69,$3.36,$3.92,$3.63,$3.74,116.72%,merged_dataset,240.0,
4720,3559,2014-09-17,$1.64,$3.03,$4.67,$2.88,$3.99,122.10%,merged_dataset,241.0,
4721,3579,2014-08-31,$1.45,$3.15,$3.68,$3.73,$2.99,133.62%,merged_dataset,242.0,
4722,3587,2014-08-24,$1.27,$3.15,$4.74,$3.78,$3.37,196.06%,merged_dataset,243.0,
4723,3613,2014-08-17,$0.82,$3.11,$3.39,$3.23,$4.12,322.26%,merged_dataset,244.0,
4724,3632,2014-08-17,$0.82,$3.11,$3.39,$0.00,$0.00,98.17%,merged_dataset,245.0,
4725,3637,2014-08-10,$0.78,$2.98,$3.52,$3.23,$3.62,327.88%,merged_dataset,246.0,
4726,3659,2014-08-03,$0.62,$3.35,$2.93,$3.23,$4.12,449.60%,merged_dataset,247.0,
4727,3675,2014-08-03,$0.62,$3.35,$2.93,$3.23,$4.12,449.60%,merged_dataset,248.0,
4728,3700,2014-07-27,$0.65,$3.31,$3.27,$3.08,$4.24,434.62%,merged_dataset,249.0,
4729,3722,2014-07-20,$0.72,$3.31,$4.63,$3.48,$4.24,443.75%,merged_dataset,250.0,
4730,3745,2014-07-06,$1.60,$3.35,$4.71,$3.78,$4.24,151.25%,merged_dataset,251.0,
4731,3752,2014-06-29,$1.61,$3.40,$3.46,$3.78,$4.24,131.06%,merged_dataset,252.0,
4732,3776,2014-06-22,$1.78,$3.40,$4.52,$3.73,$4.24,123.17%,merged_dataset,253.0,
4733,3798,2014-06-15,$1.50,$3.40,$3.60,$3.73,$4.16,148.17%,merged_dataset,254.0,
4734,3804,2014-06-08,$1.42,$3.40,$3.93,$3.73,$4.37,171.65%,merged_dataset,255.0,
4735,3827,2014-06-01,$1.78,$3.53,$3.43,$3.63,$3.99,104.78%,merged_dataset,256.0,
4736,3851,2014-05-25,$1.48,$3.37,$4.52,$3.63,$4.24,166.22%,merged_dataset,257.0,
4737,3866,2014-05-18,$1.60,$3.27,$3.45,$3.63,$4.49,131.88%,merged_dataset,258.0,
4738,3886,2014-05-11,$2.37,$3.15,$4.37,$3.23,$4.82,64.24%,merged_dataset,259.0,
4739,3891,2014-05-04,$1.93,$3.15,$3.20,$3.23,$4.36,80.57%,merged_dataset,260.0,
4740,3917,2014-04-27,$1.78,$3.15,$3.53,$3.43,$5.32,116.71%,merged_dataset,261.0,
4741,3926,2014-04-23,$1.92,$3.03,$2.60,$2.73,$3.99,60.81%,merged_dataset,262.0,
4742,3935,2014-04-20,$2.07,$3.15,$3.53,$2.94,$4.24,67.39%,merged_dataset,263.0,
4743,3960,2014-04-13,$1.92,$3.03,$2.60,$2.73,$3.99,60.81%,merged_dataset,264.0,
4744,3970,2014-04-07,$1.08,$2.90,$3.41,$2.93,$3.49,194.68%,merged_dataset,265.0,
4745,3978,2014-03-30,$0.73,$2.99,$2.39,$3.13,$3.24,302.40%,merged_dataset,266.0,
4746,4002,2014-03-23,$0.70,$3.03,$3.28,$3.08,$3.24,351.07%,merged_dataset,267.0,
4747,4013,2014-03-16,$0.69,$3.03,$2.78,$2.98,$3.99,363.04%,merged_dataset,268.0,
4748,4020,2014-03-09,$0.95,$3.03,$3.53,$2.98,$4.12,259.47%,merged_dataset,269.0,
4749,4044,2014-03-02,$0.89,$3.37,$3.53,$2.98,$4.12,293.26%,merged_dataset,270.0,
4750,4055,2014-02-23,$0.82,$3.21,$3.53,$2.98,$3.99,317.99%,merged_dataset,271.0,
4751,4069,2014-02-16,$0.80,$2.80,$3.28,$2.39,$4.12,293.44%,merged_dataset,272.0,
4752,4075,2014-02-09,$1.11,$3.28,$3.41,$2.88,$4.24,211.04%,merged_dataset,273.0,
4753,4085,2014-02-02,$0.98,$3.28,$3.53,$3.03,$3.99,252.81%,merged_dataset,274.0,
4754,4095,2014-01-26,$0.99,$2.88,$3.25,$2.98,$4.12,234.09%,merged_dataset,275.0,
4755,4106,2014-01-19,$0.92,$3.15,$3.77,$3.18,$3.99,282.88%,merged_dataset,276.0,
4756,4128,2014-01-12,$1.25,$3.23,$3.63,$3.53,$4.37,195.20%,merged_dataset,277.0,
4757,4139,2014-01-05,$1.48,$3.23,$3.63,$3.53,$4.37,149.32%,merged_dataset,278.0,
4758,4150,2013-12-29,$1.02,$3.10,$3.02,$2.78,$4.37,225.25%,merged_dataset,279.0,
4759,4158,2013-12-22,$1.18,$2.74,$2.62,$3.03,$4.37,170.34%,merged_dataset,280.0,
4760,4169,2013-12-15,$1.62,$3.00,$3.53,$2.98,$3.87,106.48%,merged_dataset,281.0,
4761,4192,2013-12-01,$0.64,$2.99,$3.47,$3.23,$3.74,424.61%,merged_dataset,282.0,
4762,4203,2013-11-24,$0.63,$2.99,$3.47,$3.13,$4.49,458.73%,merged_dataset,283.0,
4763,4215,2013-11-17,$1.33,$3.28,$3.13,$3.13,$4.49,163.72%,merged_dataset,284.0,
4764,4221,2013-11-10,$2.62,$3.37,$3.60,$3.71,$4.49,44.75%,merged_dataset,285.0,
4765,4247,2013-11-06,$2.75,$3.19,$3.12,$3.78,$4.66,34.09%,merged_dataset,286.0,
4766,4255,2013-11-03,$2.96,$3.18,$4.25,$3.78,$3.99,28.38%,merged_dataset,287.0,
4767,4279,2013-10-27,$2.75,$3.19,$3.12,$3.78,$4.66,34.09%,merged_dataset,288.0,
4768,4288,2013-10-20,$2.83,$3.19,$3.26,$3.73,$4.16,26.68%,merged_dataset,289.0,
4769,4299,2013-10-13,$2.70,$3.18,$3.12,$3.33,$4.11,27.22%,merged_dataset,290.0,
4770,4310,2013-09-22,$0.99,$3.05,$3.12,$2.48,$3.36,203.28%,merged_dataset,291.0,
4771,4333,2013-09-15,$1.03,$2.93,$3.70,$2.48,$3.12,196.84%,merged_dataset,292.0,
4772,4344,2013-09-01,$0.64,$3.30,$3.37,$3.25,$3.99,443.36%,merged_dataset,293.0,
4773,4362,2013-08-25,$1.03,$3.23,$3.37,$3.43,$3.99,240.29%,merged_dataset,294.0,
4774,4372,2013-08-18,$1.48,$3.23,$3.37,$3.43,$4.24,141.05%,merged_dataset,295.0,
4775,4395,2013-08-11,$1.49,$3.18,$3.37,$3.43,$4.24,138.59%,merged_dataset,296.0,
4776,4417,2013-08-04,$1.26,$2.80,$3.37,$3.43,$4.32,176.19%,merged_dataset,297.0,
